unique_id,cutoff,metric,SeasonalNaive,Naive,AutoETS,AutoARIMA,XGBRegressor,LGBMRegressor,NBEATS,NHITS,TimeGPT
hotel_35,2023-05-05,mae,0.15485491071428573,0.08775111607142858,0.08818264653940575,0.07905937386749784,0.16175377714285716,0.13824233648530157,0.1275537032142857,0.11639213142857142,0.02328555642857144
hotel_42,2023-05-05,mae,0.24551764025448233,0.31231925968768076,0.2681311029380744,0.2160798716104968,0.2414798740601504,0.25159135914539466,0.2512949479887218,0.2704282886957779,0.04161101351214576
hotel_49,2023-05-05,mae,0.09513412351840302,0.12102308172177174,0.08960678444220536,0.09289128941283373,0.21052995165470992,0.1811505587041445,0.09472704601216471,0.09708441851216469,0.1471356490720524
hotel_56,2023-05-05,mae,0.10654761904761909,0.11607142857142867,0.10437409386770373,0.09449358654684747,0.10586917261904762,0.1035681720701398,0.09800944035714286,0.10597868357142855,0.08307924023809528
hotel_63,2023-05-05,mae,0.14269841269841269,0.16206349206349208,0.13173200993239176,0.1447969954873877,0.16826437234126984,0.15291547901184963,0.12711068567460318,0.13939882845238097,0.06759614706349205
hotel_7,2023-05-05,mae,0.09678920428106097,0.14634713820381573,0.08677493440224324,0.1268668590694586,0.11298202953815728,0.11832608184808316,0.09322392853769197,0.09720850603769196,0.03447352853769196
hotel_70,2023-05-05,mae,0.11701127819548872,0.06876566416040099,0.09651389559628734,0.13891247890596176,0.0828638704323308,0.087739769386701,0.09395858329573932,0.09139065904761903,0.050900963897243114
hotel_84,2023-05-05,mae,0.14236282748393478,0.08452792881858627,0.123541254638339,0.10068406339321476,0.08225695910776076,0.08929357194189799,0.09721762928818588,0.10543713513470096,0.05938606366164112
hotel_91,2023-05-05,mae,0.26765650080256825,0.06380417335473515,0.06598419249166447,0.17642172137175915,0.21626282123996793,0.19146628490090975,0.16433536548154093,0.12929418309390048,0.09812270002407707
hotel_98,2023-05-05,mae,0.22494239631336407,0.1569700460829493,0.10557008930233389,0.11816645197943068,0.1509166017511521,0.1681639015446841,0.11487732059907836,0.1353181536751152,0.03116425012557605
hotel_0,2023-05-12,mae,,,,,,,,,0.07853001129188712
hotel_105,2023-05-12,mae,,,,,,,,,0.05688359952605572
hotel_112,2023-05-12,mae,,,,,,,,,0.06346028142857144
hotel_126,2023-05-12,mae,,,,,,,,,0.027591224856289124
hotel_133,2023-05-12,mae,,,,,,,,,0.049753425825526956
hotel_14,2023-05-12,mae,,,,,,,,,0.10647686721698114
hotel_21,2023-05-12,mae,,,,,,,,,0.035833031190476185
hotel_28,2023-05-12,mae,,,,,,,,,0.02139546877142857
hotel_35,2023-05-12,mae,,,,,,,,,0.02744920571428571
hotel_42,2023-05-12,mae,,,,,,,,,0.044274279223539624
hotel_49,2023-05-12,mae,,,,,,,,,0.11733139708983156
hotel_56,2023-05-12,mae,,,,,,,,,0.054479094523809515
hotel_63,2023-05-12,mae,,,,,,,,,0.059256759166666666
hotel_7,2023-05-12,mae,,,,,,,,,0.03477033395649139
