unique_id,ds,cutoff,y,XGBRegressor,LGBMRegressor
hotel_126,2023-03-14,2023-03-10,1.00398406374502,0.8675115,0.8484627045919146
hotel_126,2023-03-15,2023-03-10,1.00398406374502,0.92202324,0.8804153017201534
hotel_126,2023-03-16,2023-03-10,0.9960159362549801,0.95053524,0.9466601938762218
hotel_126,2023-03-17,2023-03-10,1.0,0.9676806,0.9662596200274852
hotel_126,2023-03-18,2023-03-10,0.9960159362549801,0.97791195,0.9720924142411284
hotel_126,2023-03-19,2023-03-10,0.9960159362549801,0.972114,0.9732489435093162
hotel_126,2023-03-20,2023-03-10,0.9960159362549801,0.9895939,0.9640545145343974
hotel_126,2023-03-21,2023-03-10,0.9601593625498008,0.9782395,0.9201658405760229
hotel_126,2023-03-22,2023-03-10,0.9840637450199203,0.98216856,0.9210115035020362
hotel_126,2023-03-23,2023-03-10,0.9920318725099602,0.9692381,0.9519308242264143
hotel_126,2023-03-24,2023-03-10,0.9960159362549801,0.9735809,0.9695169119272176
hotel_126,2023-03-25,2023-03-10,0.9960159362549801,0.9763426,0.9670211089671149
hotel_126,2023-03-26,2023-03-10,0.9960159362549801,0.94420505,0.9329096730187227
hotel_126,2023-03-27,2023-03-10,0.9880478087649402,0.9390812,0.9068410937809
hotel_126,2023-03-28,2023-03-10,1.0,0.91770524,0.9027953191277932
hotel_126,2023-03-29,2023-03-10,1.0,0.9436343,0.9095185308061777
hotel_126,2023-03-30,2023-03-10,0.9641434262948207,0.9483844,0.9135427650618011
hotel_126,2023-03-31,2023-03-10,1.0,0.96137685,0.9335881213314381
hotel_126,2023-04-01,2023-03-10,0.9960159362549801,0.9907333,0.9441507077749701
hotel_126,2023-04-02,2023-03-10,1.0,0.9650257,0.9541450428487339
hotel_126,2023-04-03,2023-03-10,0.9920318725099602,0.946124,0.9418236551076208
hotel_126,2023-04-04,2023-03-10,1.0,0.99713093,0.958559074928486
hotel_126,2023-04-05,2023-03-10,0.9840637450199203,0.96473086,0.9310114698607851
hotel_126,2023-04-06,2023-03-10,1.0,0.9841486,0.9351329427644857
hotel_126,2023-04-07,2023-03-10,0.9920318725099602,0.96788955,0.9471195499214548
hotel_133,2023-03-11,2023-03-10,1.0,0.88805354,0.8879845868628167
hotel_133,2023-03-12,2023-03-10,0.8360655737704918,0.8452303,0.809796941005165
hotel_133,2023-03-13,2023-03-10,0.9836065573770492,0.8382598,0.8280064012344518
hotel_133,2023-03-14,2023-03-10,0.9672131147540983,0.8246256,0.8290920999365023
hotel_133,2023-03-15,2023-03-10,0.9344262295081968,0.86021173,0.822820863218092
hotel_133,2023-03-16,2023-03-10,1.0,0.827192,0.828138678689067
hotel_133,2023-03-17,2023-03-10,0.9672131147540983,0.89644563,0.8767391663156923
hotel_133,2023-03-18,2023-03-10,0.9344262295081968,0.8977174,0.8979855626552699
hotel_133,2023-03-19,2023-03-10,0.8032786885245902,0.84568614,0.8977487782169936
hotel_133,2023-03-20,2023-03-10,0.7704918032786885,0.7931379,0.7977888752548332
hotel_133,2023-03-21,2023-03-10,0.819672131147541,0.66549474,0.757995532925211
hotel_133,2023-03-22,2023-03-10,0.8852459016393442,0.75813967,0.7964429990474994
hotel_133,2023-03-23,2023-03-10,0.9508196721311475,0.78084236,0.790889714755101
hotel_133,2023-03-24,2023-03-10,0.9672131147540983,0.7999318,0.8073789216839324
hotel_133,2023-03-25,2023-03-10,0.9836065573770492,0.8361794,0.8534707417031746
hotel_133,2023-03-26,2023-03-10,0.8032786885245902,0.79771024,0.8422961964489274
hotel_133,2023-03-27,2023-03-10,0.819672131147541,0.84665966,0.8584973084242611
hotel_133,2023-03-28,2023-03-10,0.9672131147540983,0.8310078,0.8138936757501298
hotel_133,2023-03-29,2023-03-10,0.9508196721311475,0.76062423,0.8244729820083977
hotel_133,2023-03-30,2023-03-10,0.9836065573770492,0.7505526,0.8162893540804353
hotel_133,2023-03-31,2023-03-10,0.9672131147540983,0.8062416,0.8553501935079125
hotel_133,2023-04-01,2023-03-10,1.0,0.82767814,0.8787889567252334
hotel_133,2023-04-02,2023-03-10,0.9180327868852459,0.86342466,0.8699662993216387
hotel_133,2023-04-03,2023-03-10,1.0,0.87893426,0.8724615810394051
hotel_133,2023-04-04,2023-03-10,1.0,0.86450714,0.8615847640518527
hotel_133,2023-04-05,2023-03-10,1.0163934426229508,0.8740877,0.8567427232782645
hotel_133,2023-04-06,2023-03-10,0.9836065573770492,0.8436965,0.8563861446505272
hotel_133,2023-04-07,2023-03-10,1.0,0.84814775,0.8687162063675443
hotel_14,2023-03-11,2023-03-10,0.8584905660377359,0.8673954,0.8828657345103146
hotel_14,2023-03-12,2023-03-10,0.7169811320754716,0.5987015,0.6125921093827853
hotel_14,2023-03-13,2023-03-10,0.7547169811320755,0.77073824,0.6846236098116392
hotel_14,2023-03-14,2023-03-10,0.7641509433962265,0.8397731,0.7313986366125991
hotel_14,2023-03-15,2023-03-10,0.8018867924528302,0.7382435,0.7769681609059589
hotel_14,2023-03-16,2023-03-10,0.8113207547169812,0.85466737,0.8083660415525815
hotel_14,2023-03-17,2023-03-10,0.8867924528301887,0.87307066,0.8594884719059328
hotel_14,2023-03-18,2023-03-10,0.8867924528301887,0.8920565,0.8787889567252334
hotel_14,2023-03-19,2023-03-10,0.5377358490566038,0.72736305,0.776686433351661
hotel_14,2023-03-20,2023-03-10,0.5,0.81434524,0.8168674449453357
hotel_14,2023-03-21,2023-03-10,0.7264150943396226,0.8678325,0.8419731413411297
hotel_14,2023-03-22,2023-03-10,0.6792452830188679,0.83145374,0.838329786060126
hotel_14,2023-03-23,2023-03-10,0.6981132075471698,0.8128609,0.848713179510463
hotel_14,2023-03-24,2023-03-10,0.8113207547169812,0.85885036,0.8728689007806898
hotel_14,2023-03-25,2023-03-10,0.8113207547169812,0.8857506,0.8746172397165485
hotel_14,2023-03-26,2023-03-10,0.49056603773584906,0.7302568,0.8208891466994301
hotel_14,2023-03-27,2023-03-10,0.5283018867924528,0.7964113,0.8396227202840889
hotel_14,2023-03-28,2023-03-10,0.7830188679245284,0.8332413,0.8449789363855217
hotel_14,2023-03-29,2023-03-10,0.7547169811320755,0.87902725,0.856639678287703
hotel_14,2023-03-30,2023-03-10,0.5566037735849056,0.83324707,0.8367465201376749
hotel_14,2023-03-31,2023-03-10,0.7075471698113207,0.87544304,0.856117044599047
hotel_14,2023-04-01,2023-03-10,0.8867924528301887,0.8838906,0.8648815863602939
hotel_14,2023-04-02,2023-03-10,0.6037735849056604,0.7294808,0.7838303048936369
hotel_14,2023-04-03,2023-03-10,0.6792452830188679,0.75211596,0.7787634797192641
hotel_14,2023-04-04,2023-03-10,0.7830188679245284,0.812136,0.8120349944480185
hotel_14,2023-04-05,2023-03-10,0.8679245283018868,0.8645335,0.8516546879524207
hotel_14,2023-04-06,2023-03-10,0.7264150943396226,0.8501366,0.8592514820789278
hotel_14,2023-04-07,2023-03-10,0.7169811320754716,0.87061,0.8650942613150694
hotel_21,2023-03-11,2023-03-10,0.9953703703703703,0.98413205,0.9842918950032675
hotel_21,2023-03-12,2023-03-10,1.0,0.9272291,0.9428619304690581
hotel_21,2023-03-13,2023-03-10,1.0,0.9711508,0.969761367754563
hotel_21,2023-03-14,2023-03-10,1.0,0.97331864,0.9866981459909102
hotel_21,2023-03-15,2023-03-10,0.9953703703703703,0.9844746,0.985154125345537
hotel_21,2023-03-16,2023-03-10,0.9953703703703703,0.9850424,0.9815580660309865
hotel_21,2023-03-17,2023-03-10,0.9675925925925926,0.9804334,0.9827984545013561
hotel_21,2023-03-18,2023-03-10,1.0,0.97551626,0.9783727534310107
hotel_21,2023-03-19,2023-03-10,0.9768518518518519,0.94911665,0.9474952379593701
hotel_21,2023-03-20,2023-03-10,0.9814814814814815,0.9581682,0.9547622781638392
hotel_21,2023-03-21,2023-03-10,0.9861111111111112,0.9679553,0.9798995504026787
hotel_21,2023-03-22,2023-03-10,1.0,0.9728512,0.9751991350890303
hotel_21,2023-03-23,2023-03-10,0.9953703703703703,0.97079945,0.961896181111392
hotel_21,2023-03-24,2023-03-10,0.9768518518518519,0.96308386,0.9777453192205875
hotel_21,2023-03-25,2023-03-10,0.9907407407407407,0.96820265,0.9708879581650689
hotel_21,2023-03-26,2023-03-10,0.9814814814814815,0.94881445,0.9484119115304254
hotel_21,2023-03-27,2023-03-10,0.9490740740740741,0.9729393,0.9565823642676028
hotel_21,2023-03-28,2023-03-10,0.9537037037037037,0.9838629,0.9702612399824981
hotel_21,2023-03-29,2023-03-10,0.9953703703703703,0.96759206,0.9693437877926245
hotel_21,2023-03-30,2023-03-10,0.9907407407407407,0.9616445,0.9630282324931583
hotel_21,2023-03-31,2023-03-10,0.9768518518518519,0.9726843,0.9702612399824981
hotel_21,2023-04-01,2023-03-10,0.9907407407407407,0.968382,0.9666414207191539
hotel_21,2023-04-02,2023-03-10,0.9629629629629629,0.91744465,0.9359585655219511
hotel_21,2023-04-03,2023-03-10,0.9907407407407407,0.95340836,0.9469589810157084
hotel_21,2023-04-04,2023-03-10,0.9583333333333334,0.98075104,0.9720418786862294
hotel_21,2023-04-05,2023-03-10,0.9907407407407407,0.97805107,0.9728840728814789
hotel_21,2023-04-06,2023-03-10,0.9537037037037037,0.99491507,0.979332141613058
hotel_21,2023-04-07,2023-03-10,0.9675925925925926,0.9733573,0.9633667436669714
hotel_28,2023-03-11,2023-03-10,0.0,0.0014109637,0.0034302263228721437
hotel_28,2023-03-12,2023-03-10,0.0,0.0014109637,0.0034302263228721437
hotel_28,2023-03-13,2023-03-10,0.0,0.0014109637,0.0034302263228721437
hotel_28,2023-03-14,2023-03-10,0.0,0.0014109637,0.0034302263228721437
hotel_28,2023-03-15,2023-03-10,0.0,0.0014109637,0.0034302263228721437
hotel_28,2023-03-16,2023-03-10,0.0,0.0014109637,0.0034302263228721437
hotel_28,2023-03-17,2023-03-10,0.0,0.0014109637,0.0034302263228721437
hotel_28,2023-03-18,2023-03-10,0.016666666666666666,0.0014109637,0.0034302263228721437
hotel_28,2023-03-19,2023-03-10,0.008333333333333333,0.0014109637,0.0034302263228721437
hotel_28,2023-03-20,2023-03-10,0.0,0.0014109637,0.0034302263228721437
hotel_28,2023-03-21,2023-03-10,0.0,0.0014109637,0.0034302263228721437
hotel_28,2023-03-22,2023-03-10,0.0,0.0014109637,0.0034302263228721437
hotel_28,2023-03-23,2023-03-10,0.0,0.0014109637,0.0034302263228721437
hotel_28,2023-03-24,2023-03-10,0.0,0.0014109637,0.0034302263228721437
hotel_28,2023-03-25,2023-03-10,0.0,0.0014109637,0.005200215920560732
hotel_28,2023-03-26,2023-03-10,0.0,0.0014109637,0.005200215920560732
hotel_28,2023-03-27,2023-03-10,0.0,0.0014109637,0.005200215920560732
hotel_28,2023-03-28,2023-03-10,0.0,0.0014109637,0.005200215920560732
hotel_28,2023-03-29,2023-03-10,0.0,0.0014109637,0.005200215920560732
hotel_28,2023-03-30,2023-03-10,0.0,0.0014109637,0.005200215920560732
hotel_28,2023-03-31,2023-03-10,0.0,0.0014109637,0.005200215920560732
hotel_28,2023-04-01,2023-03-10,0.0,0.0014109637,0.005649162386419888
hotel_28,2023-04-02,2023-03-10,0.0,0.0014109637,0.005649162386419888
hotel_28,2023-04-03,2023-03-10,0.0,0.0014109637,0.005649162386419888
hotel_28,2023-04-04,2023-03-10,0.0,0.0014109637,0.005649162386419888
hotel_28,2023-04-05,2023-03-10,0.0,0.0014109637,0.005649162386419888
hotel_28,2023-04-06,2023-03-10,0.0,0.0014109637,0.005649162386419888
hotel_28,2023-04-07,2023-03-10,0.0,0.0014109637,0.005649162386419888
hotel_35,2023-03-11,2023-03-10,0.55859375,0.76601297,0.6736046836392536
hotel_35,2023-03-12,2023-03-10,0.5,0.744117,0.6880055912763028
hotel_35,2023-03-13,2023-03-10,0.53125,0.73495364,0.6766864694048691
hotel_35,2023-03-14,2023-03-10,0.71484375,0.71641797,0.6947887098718161
hotel_35,2023-03-15,2023-03-10,0.76171875,0.78015697,0.7420091606155987
hotel_35,2023-03-16,2023-03-10,0.74609375,0.87247866,0.7907538781449888
hotel_35,2023-03-17,2023-03-10,0.662109375,0.8032705,0.7377705489374978
hotel_35,2023-03-18,2023-03-10,0.716796875,0.8123454,0.774119957146447
hotel_35,2023-03-19,2023-03-10,0.708984375,0.82273525,0.7838331299245697
hotel_35,2023-03-20,2023-03-10,0.87890625,0.81561977,0.7828562102804006
hotel_35,2023-03-21,2023-03-10,0.9375,0.90550065,0.8079037747104234
hotel_35,2023-03-22,2023-03-10,0.88671875,0.8475732,0.8142983577495825
hotel_35,2023-03-23,2023-03-10,0.767578125,0.9465857,0.8389237260399102
hotel_35,2023-03-24,2023-03-10,0.828125,0.86105585,0.7821036884731156
hotel_35,2023-03-25,2023-03-10,0.84375,0.871363,0.7790926260665345
hotel_35,2023-03-26,2023-03-10,0.74609375,0.8263491,0.7663624665290554
hotel_35,2023-03-27,2023-03-10,0.779296875,0.8785323,0.7751102935641488
hotel_35,2023-03-28,2023-03-10,0.83203125,0.86964566,0.78647788008888
hotel_35,2023-03-29,2023-03-10,0.822265625,0.88999885,0.8107816524746179
hotel_35,2023-03-30,2023-03-10,0.79296875,0.9008,0.8332252219209245
hotel_35,2023-03-31,2023-03-10,0.837890625,0.8773488,0.8458571569404241
hotel_35,2023-04-01,2023-03-10,0.82421875,0.8773969,0.8362846893259878
hotel_35,2023-04-02,2023-03-10,0.74609375,0.84042645,0.7908462205509798
hotel_35,2023-04-03,2023-03-10,0.634765625,0.9370894,0.7749711953417201
hotel_35,2023-04-04,2023-03-10,0.5078125,0.89290494,0.7980516412010099
hotel_35,2023-04-05,2023-03-10,0.474609375,0.9182384,0.8234574149572276
hotel_35,2023-04-06,2023-03-10,0.5078125,0.916918,0.8304518134165427
hotel_35,2023-04-07,2023-03-10,0.48828125,0.91425955,0.81671379318661
hotel_42,2023-03-11,2023-03-10,0.8421052631578947,0.6270834,0.474467944577366
hotel_42,2023-03-12,2023-03-10,0.20647773279352227,0.650885,0.5045894257697044
hotel_42,2023-03-13,2023-03-10,0.24696356275303644,0.65391207,0.536613039931248
hotel_42,2023-03-14,2023-03-10,0.4534412955465587,0.79427814,0.6585348820742152
hotel_42,2023-03-15,2023-03-10,0.3805668016194332,0.9555643,0.8507909750488931
hotel_42,2023-03-16,2023-03-10,0.8421052631578947,0.7327527,0.7351536410070582
hotel_42,2023-03-17,2023-03-10,0.9959514170040485,0.64208275,0.6701361164592079
hotel_42,2023-03-18,2023-03-10,0.9352226720647774,0.741361,0.8068743902388148
hotel_42,2023-03-19,2023-03-10,0.47368421052631576,0.7421902,0.6498560768278544
hotel_42,2023-03-20,2023-03-10,0.5344129554655871,0.7654676,0.6275779255019911
hotel_42,2023-03-21,2023-03-10,0.5587044534412956,0.8630126,0.6334003968471043
hotel_42,2023-03-22,2023-03-10,0.5141700404858299,0.9118713,0.6983141570619493
hotel_42,2023-03-23,2023-03-10,0.43724696356275305,0.73761237,0.6985761182085238
hotel_42,2023-03-24,2023-03-10,0.6963562753036437,0.6765566,0.6602424489477254
hotel_42,2023-03-25,2023-03-10,0.9919028340080972,0.71247137,0.6400522294201552
hotel_42,2023-03-26,2023-03-10,0.9676113360323887,0.72254163,0.6529709358976566
hotel_42,2023-03-27,2023-03-10,1.0040485829959513,0.7352394,0.6880717792484573
hotel_42,2023-03-28,2023-03-10,0.8987854251012146,0.7981219,0.7470295624480657
hotel_42,2023-03-29,2023-03-10,0.562753036437247,0.87475073,0.7890927705112136
hotel_42,2023-03-30,2023-03-10,0.4939271255060729,0.8615963,0.8323127154237008
hotel_42,2023-03-31,2023-03-10,0.3643724696356275,0.8062004,0.8236668999557863
hotel_42,2023-04-01,2023-03-10,1.008097165991903,0.8242524,0.8187018902032874
hotel_42,2023-04-02,2023-03-10,0.31983805668016196,0.72930485,0.7916242929231961
hotel_42,2023-04-03,2023-03-10,0.5020242914979757,0.68096703,0.7240973278141217
hotel_42,2023-04-04,2023-03-10,0.9595141700404858,0.8151923,0.7319357536245512
hotel_42,2023-04-05,2023-03-10,0.728744939271255,0.8028319,0.7310106020439519
hotel_42,2023-04-06,2023-03-10,0.6882591093117408,0.8265335,0.760247827717975
hotel_42,2023-04-07,2023-03-10,0.5060728744939271,0.84957165,0.7747674578211454
hotel_49,2023-03-11,2023-03-10,0.8253275109170306,0.80588907,0.7683771416475308
hotel_49,2023-03-12,2023-03-10,0.8165938864628821,0.7929758,0.8138757520314654
hotel_49,2023-03-13,2023-03-10,0.8253275109170306,0.83538985,0.854094096676454
hotel_49,2023-03-14,2023-03-10,0.8296943231441049,0.88132304,0.859632759054087
hotel_49,2023-03-15,2023-03-10,0.8296943231441049,0.90618724,0.8533959979930499
hotel_49,2023-03-16,2023-03-10,0.8209606986899564,0.83542216,0.8577418516102934
hotel_49,2023-03-17,2023-03-10,0.8296943231441049,0.860574,0.8531211586208175
hotel_49,2023-03-18,2023-03-10,0.8034934497816594,0.8475061,0.8531211586208175
hotel_49,2023-03-19,2023-03-10,0.8384279475982532,0.87650865,0.8563861446505272
hotel_49,2023-03-20,2023-03-10,0.8296943231441049,0.8701179,0.8684710570120956
hotel_49,2023-03-21,2023-03-10,0.834061135371179,0.8944959,0.8719465993275273
hotel_49,2023-03-22,2023-03-10,0.8296943231441049,0.8715841,0.8770469836072644
hotel_49,2023-03-23,2023-03-10,0.8296943231441049,0.8758939,0.8810782228064806
hotel_49,2023-03-24,2023-03-10,0.8209606986899564,0.8761842,0.8784955740374002
hotel_49,2023-03-25,2023-03-10,0.8122270742358079,0.8767636,0.8784955740374002
hotel_49,2023-03-26,2023-03-10,0.8122270742358079,0.884828,0.8744729701739092
hotel_49,2023-03-27,2023-03-10,0.7947598253275109,0.8925987,0.872702056141495
hotel_49,2023-03-28,2023-03-10,0.7903930131004366,0.9011795,0.872702056141495
hotel_49,2023-03-29,2023-03-10,0.8209606986899564,0.90421677,0.872702056141495
hotel_49,2023-03-30,2023-03-10,0.8253275109170306,0.88807005,0.8719465993275273
hotel_49,2023-03-31,2023-03-10,0.8253275109170306,0.9062324,0.872702056141495
hotel_49,2023-04-01,2023-03-10,0.8209606986899564,0.8801955,0.872702056141495
hotel_49,2023-04-02,2023-03-10,0.8253275109170306,0.88435477,0.871565322352368
hotel_49,2023-04-03,2023-03-10,0.8209606986899564,0.8716829,0.8719465993275273
hotel_49,2023-04-04,2023-03-10,0.8165938864628821,0.89890283,0.8719465993275273
hotel_49,2023-04-05,2023-03-10,0.8209606986899564,0.85212505,0.8719465993275273
hotel_49,2023-04-06,2023-03-10,0.8253275109170306,0.8547755,0.872845671459296
hotel_49,2023-04-07,2023-03-10,0.8253275109170306,0.8370592,0.871565322352368
hotel_56,2023-03-11,2023-03-10,1.0,0.9938334,0.9891195474475498
hotel_56,2023-03-12,2023-03-10,0.8916666666666667,0.91611725,0.9396156020976101
hotel_56,2023-03-13,2023-03-10,1.0,0.94076014,0.9429086254565769
hotel_56,2023-03-14,2023-03-10,1.0,0.97851896,0.9780938820908717
hotel_56,2023-03-15,2023-03-10,1.0,0.9897431,0.9907187357754146
hotel_56,2023-03-16,2023-03-10,1.0,0.9915358,0.9910525634957849
hotel_56,2023-03-17,2023-03-10,1.0,0.9923575,0.9910525634957849
hotel_56,2023-03-18,2023-03-10,1.0,0.99125534,0.9836511311861792
hotel_56,2023-03-19,2023-03-10,1.0,0.97874755,0.960062314419205
hotel_56,2023-03-20,2023-03-10,1.0,0.95433766,0.9506168516907566
hotel_56,2023-03-21,2023-03-10,1.0,0.9803516,0.9745896738215327
hotel_56,2023-03-22,2023-03-10,1.0,0.9892757,0.9919753898350241
hotel_56,2023-03-23,2023-03-10,1.0,0.9915358,0.9892538038365549
hotel_56,2023-03-24,2023-03-10,1.0,0.9923575,0.9910525634957849
hotel_56,2023-03-25,2023-03-10,1.0,0.98271525,0.9816203448920249
hotel_56,2023-03-26,2023-03-10,0.8833333333333333,0.94594663,0.9501562693969303
hotel_56,2023-03-27,2023-03-10,1.0,0.9666293,0.9679911153073953
hotel_56,2023-03-28,2023-03-10,0.9916666666666667,0.9594994,0.9791895666004352
hotel_56,2023-03-29,2023-03-10,1.0,0.97877264,0.9871380117008948
hotel_56,2023-03-30,2023-03-10,1.0,0.98864096,0.986592048355411
hotel_56,2023-03-31,2023-03-10,1.0,0.99043363,0.9867715959824771
hotel_56,2023-04-01,2023-03-10,1.0,0.98056966,0.9788058327246637
hotel_56,2023-04-02,2023-03-10,1.0,0.95293295,0.9437436987120621
hotel_56,2023-04-03,2023-03-10,1.0,0.9399965,0.96556682301627
hotel_56,2023-04-04,2023-03-10,1.0,0.9849705,0.9749481252105802
hotel_56,2023-04-05,2023-03-10,1.0,0.9922663,0.9835926503119519
hotel_56,2023-04-06,2023-03-10,0.9666666666666667,0.9907879,0.9816203448920249
hotel_56,2023-04-07,2023-03-10,0.9833333333333333,0.9907879,0.9816203448920249
hotel_63,2023-03-11,2023-03-10,0.9955555555555555,0.71921283,0.7778880368309911
hotel_63,2023-03-12,2023-03-10,0.88,0.5028087,0.6108476408033876
hotel_63,2023-03-13,2023-03-10,0.9866666666666667,0.6829976,0.6569341075972459
hotel_63,2023-03-14,2023-03-10,0.9733333333333334,0.7982623,0.7947804351924683
hotel_63,2023-03-15,2023-03-10,0.9377777777777778,0.89542145,0.8570629734831401
hotel_63,2023-03-16,2023-03-10,0.8311111111111111,0.88179904,0.8811622735249752
hotel_63,2023-03-17,2023-03-10,0.8844444444444445,0.8813396,0.8938437233710643
hotel_63,2023-03-18,2023-03-10,0.8755555555555555,0.7264267,0.8034479046755465
hotel_63,2023-03-19,2023-03-10,0.4088888888888889,0.66790867,0.7000036967415393
hotel_63,2023-03-20,2023-03-10,0.4888888888888889,0.6112807,0.6137030158307608
hotel_63,2023-03-21,2023-03-10,0.6266666666666667,0.72340477,0.6923165951073325
hotel_63,2023-03-22,2023-03-10,0.5333333333333333,0.8222031,0.7505504042134163
hotel_63,2023-03-23,2023-03-10,0.8666666666666667,0.8411089,0.8009450700660624
hotel_63,2023-03-24,2023-03-10,0.9377777777777778,0.8417341,0.8190279949253819
hotel_63,2023-03-25,2023-03-10,0.9555555555555556,0.7412053,0.830523249406398
hotel_63,2023-03-26,2023-03-10,0.5333333333333333,0.76567316,0.8116699200508525
hotel_63,2023-03-27,2023-03-10,0.9422222222222222,0.7632962,0.8604884483328998
hotel_63,2023-03-28,2023-03-10,1.0044444444444445,0.7846942,0.8537308483476445
hotel_63,2023-03-29,2023-03-10,0.8,0.78444934,0.8010122971283811
hotel_63,2023-03-30,2023-03-10,0.7466666666666667,0.7700816,0.8040582308086862
hotel_63,2023-03-31,2023-03-10,1.0044444444444445,0.7856518,0.8171806864299199
hotel_63,2023-04-01,2023-03-10,0.9777777777777777,0.78253067,0.8482644090057929
hotel_63,2023-04-02,2023-03-10,0.6222222222222222,0.7538672,0.8553103879626756
hotel_63,2023-04-03,2023-03-10,0.8444444444444444,0.7517683,0.8846023364681579
hotel_63,2023-04-04,2023-03-10,0.8133333333333334,0.8152727,0.8923264783925686
hotel_63,2023-04-05,2023-03-10,0.7244444444444444,0.8661482,0.8735560800314082
hotel_63,2023-04-06,2023-03-10,0.7911111111111111,0.88042617,0.8653964361632818
hotel_63,2023-04-07,2023-03-10,0.8666666666666667,0.8829252,0.9121196581118242
hotel_7,2023-03-11,2023-03-10,0.6237785016286646,0.6101679,0.6402219321423639
hotel_7,2023-03-12,2023-03-10,0.6661237785016286,0.5581721,0.6338365627450212
hotel_7,2023-03-13,2023-03-10,0.5130293159609121,0.46711627,0.5626288041139896
hotel_7,2023-03-14,2023-03-10,0.5342019543973942,0.45463613,0.5184342122743095
hotel_7,2023-03-15,2023-03-10,0.6547231270358306,0.540002,0.5981792456730202
hotel_7,2023-03-16,2023-03-10,0.6482084690553745,0.6303438,0.6524219437944377
hotel_7,2023-03-17,2023-03-10,0.6644951140065146,0.6280288,0.6856667165497763
hotel_7,2023-03-18,2023-03-10,0.5977198697068404,0.6503331,0.6726506767396465
hotel_7,2023-03-19,2023-03-10,0.6465798045602605,0.64699,0.6709076306514219
hotel_7,2023-03-20,2023-03-10,0.5244299674267101,0.6166171,0.6554628235473025
hotel_7,2023-03-21,2023-03-10,0.2736156351791531,0.56445277,0.6138069416719835
hotel_7,2023-03-22,2023-03-10,0.3289902280130293,0.63851583,0.6516369643635243
hotel_7,2023-03-23,2023-03-10,0.34201954397394135,0.64976144,0.6803677600910749
hotel_7,2023-03-24,2023-03-10,0.43973941368078173,0.7042273,0.6998563359003334
hotel_7,2023-03-25,2023-03-10,0.3762214983713355,0.68041927,0.6986882299212382
hotel_7,2023-03-26,2023-03-10,0.36644951140065146,0.67677855,0.7008360058297205
hotel_7,2023-03-27,2023-03-10,0.14169381107491857,0.66231525,0.7029494943726873
hotel_7,2023-03-28,2023-03-10,0.14006514657980457,0.6505459,0.6760048475904267
hotel_7,2023-03-29,2023-03-10,0.30293159609120524,0.664437,0.6803677600910749
hotel_7,2023-03-30,2023-03-10,0.3306188925081433,0.72696126,0.692496418278484
hotel_7,2023-03-31,2023-03-10,0.44462540716612375,0.7528827,0.6937143172410583
hotel_7,2023-04-01,2023-03-10,0.3534201954397394,0.8085199,0.696152017158569
hotel_7,2023-04-02,2023-03-10,0.3697068403908795,0.8271578,0.696152017158569
hotel_7,2023-04-03,2023-03-10,0.20358306188925082,0.6380551,0.6902283215037627
hotel_7,2023-04-04,2023-03-10,0.24267100977198697,0.6560486,0.6775093360288318
hotel_7,2023-04-05,2023-03-10,0.48534201954397393,0.70916545,0.6922587683000336
hotel_7,2023-04-06,2023-03-10,0.4771986970684039,0.6453874,0.6950170076269181
hotel_7,2023-04-07,2023-03-10,0.5781758957654723,0.6867145,0.6859210884899898
hotel_70,2023-03-11,2023-03-10,0.40789473684210525,0.42781138,0.40078539677150843
hotel_70,2023-03-12,2023-03-10,0.31140350877192985,0.3874127,0.38771228313516903
hotel_70,2023-03-13,2023-03-10,0.34649122807017546,0.3737488,0.4010683044591984
hotel_70,2023-03-14,2023-03-10,0.33771929824561403,0.36440405,0.40957563208569814
hotel_70,2023-03-15,2023-03-10,0.2675438596491228,0.35947382,0.40189509418062996
hotel_70,2023-03-16,2023-03-10,0.3333333333333333,0.33700845,0.4033317999145585
hotel_70,2023-03-17,2023-03-10,0.3815789473684211,0.3512393,0.4140213820901262
hotel_70,2023-03-18,2023-03-10,0.3333333333333333,0.4076747,0.4329334838307768
hotel_70,2023-03-19,2023-03-10,0.2324561403508772,0.40552095,0.3824736672634943
hotel_70,2023-03-20,2023-03-10,0.2894736842105263,0.4036229,0.4107637089523217
hotel_70,2023-03-21,2023-03-10,0.32894736842105265,0.4143053,0.43269232365773813
hotel_70,2023-03-22,2023-03-10,0.34649122807017546,0.4032888,0.4400846144765127
hotel_70,2023-03-23,2023-03-10,0.39473684210526316,0.4172068,0.4111155585699576
hotel_70,2023-03-24,2023-03-10,0.39473684210526316,0.41344762,0.4400846144765127
hotel_70,2023-03-25,2023-03-10,0.40789473684210525,0.43249363,0.43245431841249965
hotel_70,2023-03-26,2023-03-10,0.41228070175438597,0.4047157,0.4043263356369445
hotel_70,2023-03-27,2023-03-10,0.3991228070175439,0.4076167,0.40517770674198966
hotel_70,2023-03-28,2023-03-10,0.4342105263157895,0.43154234,0.4286618526614636
hotel_70,2023-03-29,2023-03-10,0.3684210526315789,0.4305807,0.43218605671334265
hotel_70,2023-03-30,2023-03-10,0.4517543859649123,0.4110282,0.40847278204944143
hotel_70,2023-03-31,2023-03-10,0.37719298245614036,0.40935674,0.4308975285584997
hotel_70,2023-04-01,2023-03-10,0.4517543859649123,0.43269545,0.43294916660160226
