unique_id,ds,cutoff,y,TimeGPT
hotel_0,2023-05-26,2023-05-19,0.8518518518518519,0.84454364
hotel_0,2023-05-27,2023-05-19,0.9753086419753086,0.96477425
hotel_0,2023-05-28,2023-05-19,0.8888888888888888,0.5670408
hotel_0,2023-05-29,2023-05-19,0.2716049382716049,0.5032914
hotel_0,2023-05-30,2023-05-19,0.2962962962962963,0.5672151
hotel_0,2023-05-31,2023-05-19,0.3950617283950617,0.52062875
hotel_0,2023-06-01,2023-05-19,0.43209876543209874,0.61269474
hotel_0,2023-06-02,2023-05-19,0.691358024691358,0.78281647
hotel_0,2023-06-03,2023-05-19,0.8641975308641975,0.8812232
hotel_0,2023-06-04,2023-05-19,0.5061728395061729,0.5756085
hotel_0,2023-06-05,2023-05-19,0.7407407407407407,0.7418884
hotel_0,2023-06-06,2023-05-19,0.7530864197530864,0.80201435
hotel_0,2023-06-07,2023-05-19,0.7530864197530864,0.78540516
hotel_0,2023-06-08,2023-05-19,0.6049382716049383,0.7185543
hotel_0,2023-06-09,2023-05-19,0.7901234567901234,0.7841133
hotel_0,2023-06-10,2023-05-19,0.8518518518518519,0.77006775
hotel_0,2023-06-11,2023-05-19,0.5308641975308642,0.6068935
hotel_0,2023-06-12,2023-05-19,0.7407407407407407,0.77225906
hotel_0,2023-06-13,2023-05-19,0.7901234567901234,0.84280807
hotel_0,2023-06-14,2023-05-19,0.8271604938271605,0.84559894
hotel_0,2023-06-15,2023-05-19,0.7901234567901234,0.7975127
hotel_0,2023-06-16,2023-05-19,0.8395061728395061,0.8877423
hotel_0,2023-05-27,2023-05-26,0.9753086419753086,0.9477869
hotel_0,2023-05-28,2023-05-26,0.8888888888888888,0.5400068
hotel_0,2023-05-29,2023-05-26,0.2716049382716049,0.5002405
hotel_0,2023-05-30,2023-05-26,0.2962962962962963,0.5520589
hotel_0,2023-05-31,2023-05-26,0.3950617283950617,0.53056103
hotel_0,2023-06-01,2023-05-26,0.43209876543209874,0.61050975
hotel_0,2023-06-02,2023-05-26,0.691358024691358,0.7238842
hotel_0,2023-06-03,2023-05-26,0.8641975308641975,0.817888
hotel_0,2023-06-04,2023-05-26,0.5061728395061729,0.52030593
hotel_0,2023-06-05,2023-05-26,0.7407407407407407,0.69397837
hotel_0,2023-06-06,2023-05-26,0.7530864197530864,0.8023561
hotel_0,2023-06-07,2023-05-26,0.7530864197530864,0.7784828
hotel_0,2023-06-08,2023-05-26,0.6049382716049383,0.73066956
hotel_0,2023-06-09,2023-05-26,0.7901234567901234,0.77685076
hotel_0,2023-06-10,2023-05-26,0.8518518518518519,0.7944273
hotel_0,2023-06-11,2023-05-26,0.5308641975308642,0.5252449
hotel_0,2023-06-12,2023-05-26,0.7407407407407407,0.67666185
hotel_0,2023-06-13,2023-05-26,0.7901234567901234,0.83080757
hotel_0,2023-06-14,2023-05-26,0.8271604938271605,0.8344586
hotel_0,2023-06-15,2023-05-26,0.7901234567901234,0.76680994
hotel_0,2023-06-16,2023-05-26,0.8395061728395061,0.8736568
hotel_0,2023-06-17,2023-05-26,1.0246913580246915,0.9434944
hotel_0,2023-06-18,2023-05-26,0.6419753086419753,0.4646779
hotel_0,2023-06-19,2023-05-26,0.5308641975308642,0.5613804
hotel_0,2023-06-20,2023-05-26,0.7283950617283951,0.78580403
hotel_0,2023-06-21,2023-05-26,0.7160493827160493,0.7145328
hotel_0,2023-06-22,2023-05-26,0.7654320987654321,0.77101356
hotel_0,2023-06-23,2023-05-26,0.8148148148148148,0.85471666
hotel_0,2023-06-03,2023-06-02,0.8641975308641975,0.82619905
hotel_0,2023-06-04,2023-06-02,0.5061728395061729,0.49369344
hotel_0,2023-06-05,2023-06-02,0.7407407407407407,0.6640482
hotel_0,2023-06-06,2023-06-02,0.7530864197530864,0.7382944
hotel_0,2023-06-07,2023-06-02,0.7530864197530864,0.73466355
hotel_0,2023-06-08,2023-06-02,0.6049382716049383,0.69344115
hotel_0,2023-06-09,2023-06-02,0.7901234567901234,0.7161955
hotel_0,2023-06-10,2023-06-02,0.8518518518518519,0.74714
hotel_0,2023-06-11,2023-06-02,0.5308641975308642,0.530552
hotel_0,2023-06-12,2023-06-02,0.7407407407407407,0.70003134
hotel_0,2023-06-13,2023-06-02,0.7901234567901234,0.78055245
hotel_0,2023-06-14,2023-06-02,0.8271604938271605,0.813825
hotel_0,2023-06-15,2023-06-02,0.7901234567901234,0.73639715
hotel_0,2023-06-16,2023-06-02,0.8395061728395061,0.84035015
hotel_0,2023-06-17,2023-06-02,1.0246913580246915,0.94657296
hotel_0,2023-06-18,2023-06-02,0.6419753086419753,0.5597201
hotel_0,2023-06-19,2023-06-02,0.5308641975308642,0.5191607
hotel_0,2023-06-20,2023-06-02,0.7283950617283951,0.6833893
hotel_0,2023-06-21,2023-06-02,0.7160493827160493,0.71273315
hotel_0,2023-06-22,2023-06-02,0.7654320987654321,0.7456321
hotel_0,2023-06-23,2023-06-02,0.8148148148148148,0.79445446
hotel_0,2023-06-24,2023-06-02,0.9506172839506173,0.8228844
hotel_0,2023-06-25,2023-06-02,0.5061728395061729,0.5641822
hotel_0,2023-06-26,2023-06-02,0.5802469135802469,0.61131406
hotel_0,2023-06-27,2023-06-02,0.691358024691358,0.7392596
hotel_0,2023-06-28,2023-06-02,0.654320987654321,0.58592296
hotel_0,2023-06-29,2023-06-02,0.7160493827160493,0.56421614
hotel_0,2023-06-30,2023-06-02,0.8271604938271605,0.8434436
hotel_105,2023-05-06,2023-05-05,0.9056603773584906,0.8289391
hotel_105,2023-05-07,2023-05-05,0.7672955974842768,0.6640161
hotel_105,2023-05-08,2023-05-05,1.0125786163522013,0.92757285
hotel_105,2023-05-09,2023-05-05,0.9937106918238994,0.9421652
hotel_105,2023-05-10,2023-05-05,1.0,0.9301103
hotel_105,2023-05-11,2023-05-05,0.7924528301886793,0.80185026
hotel_105,2023-05-12,2023-05-05,1.0062893081761006,0.93093306
hotel_105,2023-05-13,2023-05-05,0.9685534591194969,0.9100788
hotel_105,2023-05-14,2023-05-05,0.6415094339622641,0.67316604
hotel_105,2023-05-15,2023-05-05,0.9622641509433962,0.8545078
hotel_105,2023-05-16,2023-05-05,1.0314465408805031,0.9634155
hotel_105,2023-05-17,2023-05-05,1.0,0.9421093
hotel_105,2023-05-18,2023-05-05,0.8867924528301887,0.8068447
hotel_105,2023-05-19,2023-05-05,0.949685534591195,0.8722187
hotel_105,2023-05-20,2023-05-05,0.9937106918238994,0.9510941
hotel_105,2023-05-21,2023-05-05,0.8553459119496856,0.79675764
hotel_105,2023-05-22,2023-05-05,0.9622641509433962,0.85171795
hotel_105,2023-05-23,2023-05-05,0.9559748427672956,0.83173275
hotel_105,2023-05-24,2023-05-05,1.0,0.83435416
hotel_105,2023-05-25,2023-05-05,0.9433962264150944,0.8098552
hotel_105,2023-05-26,2023-05-05,1.0062893081761006,0.8987876
hotel_105,2023-05-27,2023-05-05,1.0,0.9361075
hotel_105,2023-05-28,2023-05-05,0.9056603773584906,0.8570099
hotel_105,2023-05-29,2023-05-05,0.9182389937106918,0.89287937
hotel_105,2023-05-30,2023-05-05,0.9748427672955975,0.8897723
hotel_105,2023-05-31,2023-05-05,1.0125786163522013,0.8462523
hotel_105,2023-06-01,2023-05-05,0.8930817610062893,0.8045618
hotel_105,2023-06-02,2023-05-05,0.949685534591195,0.81460285
hotel_105,2023-05-13,2023-05-12,0.9685534591194969,0.9685889
hotel_105,2023-05-14,2023-05-12,0.6415094339622641,0.7009047
hotel_105,2023-05-15,2023-05-12,0.9622641509433962,0.90299934
hotel_105,2023-05-16,2023-05-12,1.0314465408805031,0.98322916
hotel_105,2023-05-17,2023-05-12,1.0,0.98065794
hotel_105,2023-05-18,2023-05-12,0.8867924528301887,0.8085846
hotel_105,2023-05-19,2023-05-12,0.949685534591195,0.9280571
hotel_105,2023-05-20,2023-05-12,0.9937106918238994,0.990911
hotel_105,2023-05-21,2023-05-12,0.8553459119496856,0.8367342
hotel_105,2023-05-22,2023-05-12,0.9622641509433962,0.88253474
hotel_105,2023-05-23,2023-05-12,0.9559748427672956,0.8311098
hotel_105,2023-05-24,2023-05-12,1.0,0.8588296
hotel_105,2023-05-25,2023-05-12,0.9433962264150944,0.8505093
hotel_105,2023-05-26,2023-05-12,1.0062893081761006,0.963935
hotel_105,2023-05-27,2023-05-12,1.0,0.98401916
hotel_105,2023-05-28,2023-05-12,0.9056603773584906,0.89357764
hotel_105,2023-05-29,2023-05-12,0.9182389937106918,0.97122866
hotel_105,2023-05-30,2023-05-12,0.9748427672955975,0.91077805
hotel_105,2023-05-31,2023-05-12,1.0125786163522013,0.88810825
hotel_105,2023-06-01,2023-05-12,0.8930817610062893,0.84971553
hotel_105,2023-06-02,2023-05-12,0.949685534591195,0.870312
hotel_105,2023-06-03,2023-05-12,1.0125786163522013,0.9582856
hotel_105,2023-06-04,2023-05-12,0.9119496855345912,0.73632187
hotel_105,2023-06-05,2023-05-12,0.9937106918238994,0.95872
hotel_105,2023-06-06,2023-05-12,1.0062893081761006,0.97578055
hotel_105,2023-06-07,2023-05-12,0.9811320754716981,0.942688
hotel_105,2023-06-08,2023-05-12,0.9559748427672956,0.93161255
hotel_105,2023-06-09,2023-05-12,0.9811320754716981,0.92745477
hotel_105,2023-05-20,2023-05-19,0.9937106918238994,0.9855158
hotel_105,2023-05-21,2023-05-19,0.8553459119496856,0.8274173
hotel_105,2023-05-22,2023-05-19,0.9622641509433962,0.91086024
hotel_105,2023-05-23,2023-05-19,0.9559748427672956,0.84196925
hotel_105,2023-05-24,2023-05-19,1.0,0.8627658
hotel_105,2023-05-25,2023-05-19,0.9433962264150944,0.86876535
hotel_105,2023-05-26,2023-05-19,1.0062893081761006,0.984008
hotel_105,2023-05-27,2023-05-19,1.0,0.9922378
hotel_105,2023-05-28,2023-05-19,0.9056603773584906,0.8688814
hotel_105,2023-05-29,2023-05-19,0.9182389937106918,0.95119476
hotel_105,2023-05-30,2023-05-19,0.9748427672955975,0.9424313
hotel_105,2023-05-31,2023-05-19,1.0125786163522013,0.8938247
hotel_105,2023-06-01,2023-05-19,0.8930817610062893,0.84935147
hotel_105,2023-06-02,2023-05-19,0.949685534591195,0.85992634
hotel_105,2023-06-03,2023-05-19,1.0125786163522013,0.96958274
hotel_105,2023-06-04,2023-05-19,0.9119496855345912,0.71869713
hotel_105,2023-06-05,2023-05-19,0.9937106918238994,0.96128196
hotel_105,2023-06-06,2023-05-19,1.0062893081761006,0.97750264
hotel_105,2023-06-07,2023-05-19,0.9811320754716981,0.93072855
hotel_105,2023-06-08,2023-05-19,0.9559748427672956,0.9462738
hotel_105,2023-06-09,2023-05-19,0.9811320754716981,0.9510385
hotel_105,2023-06-10,2023-05-19,1.0062893081761006,0.97029305
hotel_105,2023-06-11,2023-05-19,0.9811320754716981,0.95031494
hotel_105,2023-06-12,2023-05-19,0.9937106918238994,0.9387083
hotel_105,2023-06-13,2023-05-19,1.0377358490566038,0.97654253
hotel_105,2023-06-14,2023-05-19,1.0125786163522013,0.91845465
hotel_105,2023-06-15,2023-05-19,1.0188679245283019,0.9276822
hotel_105,2023-06-16,2023-05-19,0.9622641509433962,0.8955808
hotel_105,2023-05-27,2023-05-26,1.0,1.0059254
hotel_105,2023-05-28,2023-05-26,0.9056603773584906,0.9134812
hotel_105,2023-05-29,2023-05-26,0.9182389937106918,0.9726101
hotel_105,2023-05-30,2023-05-26,0.9748427672955975,0.9650007
hotel_105,2023-05-31,2023-05-26,1.0125786163522013,0.9309597
hotel_105,2023-06-01,2023-05-26,0.8930817610062893,0.8647706
hotel_105,2023-06-02,2023-05-26,0.949685534591195,0.88059783
hotel_105,2023-06-03,2023-05-26,1.0125786163522013,0.98838
hotel_105,2023-06-04,2023-05-26,0.9119496855345912,0.78556776
hotel_105,2023-06-05,2023-05-26,0.9937106918238994,0.9799737
hotel_105,2023-06-06,2023-05-26,1.0062893081761006,1.0075052
hotel_105,2023-06-07,2023-05-26,0.9811320754716981,0.96408486
hotel_105,2023-06-08,2023-05-26,0.9559748427672956,0.96293414
hotel_105,2023-06-09,2023-05-26,0.9811320754716981,0.95711726
hotel_105,2023-06-10,2023-05-26,1.0062893081761006,1.000248
hotel_105,2023-06-11,2023-05-26,0.9811320754716981,0.96887034
hotel_105,2023-06-12,2023-05-26,0.9937106918238994,0.96604055
hotel_105,2023-06-13,2023-05-26,1.0377358490566038,1.0116149
hotel_105,2023-06-14,2023-05-26,1.0125786163522013,0.95157295
hotel_105,2023-06-15,2023-05-26,1.0188679245283019,0.9544815
hotel_105,2023-06-16,2023-05-26,0.9622641509433962,0.9364327
hotel_105,2023-06-17,2023-05-26,0.9245283018867925,0.83774954
hotel_105,2023-06-18,2023-05-26,0.9937106918238994,0.94548345
hotel_105,2023-06-19,2023-05-26,1.0062893081761006,0.888406
hotel_105,2023-06-20,2023-05-26,1.0062893081761006,0.9505238
hotel_105,2023-06-21,2023-05-26,1.0125786163522013,0.9946626
hotel_105,2023-06-22,2023-05-26,1.0566037735849056,0.97678983
hotel_105,2023-06-23,2023-05-26,0.9874213836477987,0.95562327
hotel_105,2023-06-03,2023-06-02,1.0125786163522013,0.99192667
hotel_105,2023-06-04,2023-06-02,0.9119496855345912,0.7185403
hotel_105,2023-06-05,2023-06-02,0.9937106918238994,0.9708904
hotel_105,2023-06-06,2023-06-02,1.0062893081761006,1.007367
hotel_105,2023-06-07,2023-06-02,0.9811320754716981,0.9747122
hotel_105,2023-06-08,2023-06-02,0.9559748427672956,0.9618054
hotel_105,2023-06-09,2023-06-02,0.9811320754716981,0.96281475
hotel_105,2023-06-10,2023-06-02,1.0062893081761006,1.0065672
hotel_105,2023-06-11,2023-06-02,0.9811320754716981,0.9740368
hotel_105,2023-06-12,2023-06-02,0.9937106918238994,0.9542961
hotel_105,2023-06-13,2023-06-02,1.0377358490566038,1.0224537
hotel_105,2023-06-14,2023-06-02,1.0125786163522013,0.9750834
hotel_105,2023-06-15,2023-06-02,1.0188679245283019,0.9738051
hotel_105,2023-06-16,2023-06-02,0.9622641509433962,0.9487838
hotel_105,2023-06-17,2023-06-02,0.9245283018867925,0.89470613
hotel_105,2023-06-18,2023-06-02,0.9937106918238994,0.94599086
hotel_105,2023-06-19,2023-06-02,1.0062893081761006,0.9016719
hotel_105,2023-06-20,2023-06-02,1.0062893081761006,0.9799622
hotel_105,2023-06-21,2023-06-02,1.0125786163522013,1.0239038
hotel_105,2023-06-22,2023-06-02,1.0566037735849056,1.0062191
hotel_105,2023-06-23,2023-06-02,0.9874213836477987,0.96371025
hotel_105,2023-06-24,2023-06-02,0.9874213836477987,0.9801109
hotel_105,2023-06-25,2023-06-02,0.9937106918238994,0.9804027
hotel_105,2023-06-26,2023-06-02,1.0188679245283019,0.9627021
hotel_105,2023-06-27,2023-06-02,1.0314465408805031,0.9812964
hotel_105,2023-06-28,2023-06-02,1.0440251572327044,0.9926055
hotel_105,2023-06-29,2023-06-02,1.0062893081761006,0.9809285
hotel_105,2023-06-30,2023-06-02,1.0,0.9969614
hotel_112,2023-05-06,2023-05-05,0.7875,0.8902753
hotel_112,2023-05-07,2023-05-05,0.8125,0.8325378
hotel_112,2023-05-08,2023-05-05,0.8625,0.9204017
hotel_112,2023-05-09,2023-05-05,0.9125,0.9158304
hotel_112,2023-05-10,2023-05-05,0.775,0.8311531
hotel_112,2023-05-11,2023-05-05,0.8625,0.92775375
hotel_112,2023-05-12,2023-05-05,0.85625,0.9096085
hotel_112,2023-05-13,2023-05-05,0.9625,0.9605945
hotel_112,2023-05-14,2023-05-05,0.70625,0.7763896
hotel_112,2023-05-15,2023-05-05,0.9875,0.9463608
hotel_112,2023-05-16,2023-05-05,1.01875,0.9938731
hotel_112,2023-05-17,2023-05-05,0.99375,1.0132384
hotel_112,2023-05-18,2023-05-05,1.025,0.9742599
hotel_112,2023-05-19,2023-05-05,0.925,0.90758544
hotel_112,2023-05-20,2023-05-05,0.90625,0.9345166
hotel_112,2023-05-21,2023-05-05,1.00625,0.96012133
hotel_112,2023-05-22,2023-05-05,0.93125,0.94213176
hotel_112,2023-05-23,2023-05-05,0.9625,0.94645834
hotel_112,2023-05-24,2023-05-05,0.95625,0.8997055
hotel_112,2023-05-25,2023-05-05,0.96875,0.8815024
hotel_112,2023-05-26,2023-05-05,0.99375,0.98457015
hotel_112,2023-05-27,2023-05-05,1.0125,0.8975139
hotel_112,2023-05-28,2023-05-05,0.93125,0.92163205
hotel_112,2023-05-29,2023-05-05,0.9375,0.9924219
hotel_112,2023-05-30,2023-05-05,0.7875,0.93419224
hotel_112,2023-05-31,2023-05-05,0.98125,0.81636435
hotel_112,2023-06-01,2023-05-05,0.75,0.87166876
hotel_112,2023-06-02,2023-05-05,0.75625,0.8576825
hotel_112,2023-05-13,2023-05-12,0.9625,0.9117589
hotel_112,2023-05-14,2023-05-12,0.70625,0.7405002
hotel_112,2023-05-15,2023-05-12,0.9875,0.9123364
hotel_112,2023-05-16,2023-05-12,1.01875,0.9562976
hotel_112,2023-05-17,2023-05-12,0.99375,0.9720001
hotel_112,2023-05-18,2023-05-12,1.025,0.9505047
hotel_112,2023-05-19,2023-05-12,0.925,0.8652086
hotel_112,2023-05-20,2023-05-12,0.90625,0.90285885
hotel_112,2023-05-21,2023-05-12,1.00625,0.9326434
hotel_112,2023-05-22,2023-05-12,0.93125,0.9089357
hotel_112,2023-05-23,2023-05-12,0.9625,0.9210628
hotel_112,2023-05-24,2023-05-12,0.95625,0.87841105
hotel_112,2023-05-25,2023-05-12,0.96875,0.86616844
hotel_112,2023-05-26,2023-05-12,0.99375,0.9508042
hotel_112,2023-05-27,2023-05-12,1.0125,0.85234374
hotel_112,2023-05-28,2023-05-12,0.93125,0.8945841
hotel_112,2023-05-29,2023-05-12,0.9375,0.952414
hotel_112,2023-05-30,2023-05-12,0.7875,0.907472
hotel_112,2023-05-31,2023-05-12,0.98125,0.80218667
hotel_112,2023-06-01,2023-05-12,0.75,0.8531585
hotel_112,2023-06-02,2023-05-12,0.75625,0.8321464
hotel_112,2023-06-03,2023-05-12,0.7375,0.73744994
hotel_112,2023-06-04,2023-05-12,0.7375,0.77200466
hotel_112,2023-06-05,2023-05-12,0.83125,0.8976467
hotel_112,2023-06-06,2023-05-12,0.83125,0.89490974
hotel_112,2023-06-07,2023-05-12,0.81875,0.8885586
hotel_112,2023-06-08,2023-05-12,0.85,0.88787323
hotel_112,2023-06-09,2023-05-12,0.675,0.74700904
hotel_112,2023-05-20,2023-05-19,0.90625,0.9324628
hotel_112,2023-05-21,2023-05-19,1.00625,0.97680223
hotel_112,2023-05-22,2023-05-19,0.93125,0.9649501
hotel_112,2023-05-23,2023-05-19,0.9625,0.9645883
hotel_112,2023-05-24,2023-05-19,0.95625,0.90156484
hotel_112,2023-05-25,2023-05-19,0.96875,0.8942721
hotel_112,2023-05-26,2023-05-19,0.99375,0.98713213
hotel_112,2023-05-27,2023-05-19,1.0125,0.9197546
hotel_112,2023-05-28,2023-05-19,0.93125,0.94850874
hotel_112,2023-05-29,2023-05-19,0.9375,0.99603057
hotel_112,2023-05-30,2023-05-19,0.7875,0.94790465
hotel_112,2023-05-31,2023-05-19,0.98125,0.8194242
hotel_112,2023-06-01,2023-05-19,0.75,0.8756365
hotel_112,2023-06-02,2023-05-19,0.75625,0.8768304
hotel_112,2023-06-03,2023-05-19,0.7375,0.7863673
hotel_112,2023-06-04,2023-05-19,0.7375,0.7687973
hotel_112,2023-06-05,2023-05-19,0.83125,0.9272986
hotel_112,2023-06-06,2023-05-19,0.83125,0.9176631
hotel_112,2023-06-07,2023-05-19,0.81875,0.93234396
hotel_112,2023-06-08,2023-05-19,0.85,0.9254097
hotel_112,2023-06-09,2023-05-19,0.675,0.78629136
hotel_112,2023-06-10,2023-05-19,0.91875,0.77851534
hotel_112,2023-06-11,2023-05-19,0.84375,0.7288468
hotel_112,2023-06-12,2023-05-19,0.7375,0.8216774
hotel_112,2023-06-13,2023-05-19,0.9875,0.87412614
hotel_112,2023-06-14,2023-05-19,1.00625,0.9485642
hotel_112,2023-06-15,2023-05-19,1.0125,0.8787666
hotel_112,2023-06-16,2023-05-19,1.00625,0.97129923
hotel_112,2023-05-27,2023-05-26,1.0125,0.888475
hotel_112,2023-05-28,2023-05-26,0.93125,0.95057946
hotel_112,2023-05-29,2023-05-26,0.9375,1.0116208
hotel_112,2023-05-30,2023-05-26,0.7875,0.95317173
hotel_112,2023-05-31,2023-05-26,0.98125,0.8622256
hotel_112,2023-06-01,2023-05-26,0.75,0.8940124
hotel_112,2023-06-02,2023-05-26,0.75625,0.9002465
hotel_112,2023-06-03,2023-05-26,0.7375,0.78136927
hotel_112,2023-06-04,2023-05-26,0.7375,0.8079985
hotel_112,2023-06-05,2023-05-26,0.83125,0.9483517
hotel_112,2023-06-06,2023-05-26,0.83125,0.95389956
hotel_112,2023-06-07,2023-05-26,0.81875,0.93587804
hotel_112,2023-06-08,2023-05-26,0.85,0.9399075
hotel_112,2023-06-09,2023-05-26,0.675,0.8190334
hotel_112,2023-06-10,2023-05-26,0.91875,0.81756324
hotel_112,2023-06-11,2023-05-26,0.84375,0.7768287
hotel_112,2023-06-12,2023-05-26,0.7375,0.85567844
hotel_112,2023-06-13,2023-05-26,0.9875,0.900294
hotel_112,2023-06-14,2023-05-26,1.00625,0.9741634
hotel_112,2023-06-15,2023-05-26,1.0125,0.89992064
hotel_112,2023-06-16,2023-05-26,1.00625,0.97966355
hotel_112,2023-06-17,2023-05-26,1.00625,0.86346
hotel_112,2023-06-18,2023-05-26,0.90625,0.9204887
hotel_112,2023-06-19,2023-05-26,0.95,0.85871035
hotel_112,2023-06-20,2023-05-26,0.99375,0.9184719
hotel_112,2023-06-21,2023-05-26,0.9375,0.95598507
hotel_112,2023-06-22,2023-05-26,0.99375,1.026052
hotel_112,2023-06-23,2023-05-26,0.7375,0.916035
hotel_112,2023-06-03,2023-06-02,0.7375,0.7771107
hotel_112,2023-06-04,2023-06-02,0.7375,0.76364243
hotel_112,2023-06-05,2023-06-02,0.83125,0.87790394
hotel_112,2023-06-06,2023-06-02,0.83125,0.89520895
hotel_112,2023-06-07,2023-06-02,0.81875,0.87834406
hotel_112,2023-06-08,2023-06-02,0.85,0.89196575
hotel_112,2023-06-09,2023-06-02,0.675,0.7752216
hotel_112,2023-06-10,2023-06-02,0.91875,0.8110337
hotel_112,2023-06-11,2023-06-02,0.84375,0.7805078
hotel_112,2023-06-12,2023-06-02,0.7375,0.82078505
hotel_112,2023-06-13,2023-06-02,0.9875,0.86184895
hotel_112,2023-06-14,2023-06-02,1.00625,0.94589216
hotel_112,2023-06-15,2023-06-02,1.0125,0.8623964
hotel_112,2023-06-16,2023-06-02,1.00625,0.9538903
hotel_112,2023-06-17,2023-06-02,1.00625,0.8949194
hotel_112,2023-06-18,2023-06-02,0.90625,0.91930395
hotel_112,2023-06-19,2023-06-02,0.95,0.81141907
hotel_112,2023-06-20,2023-06-02,0.99375,0.857503
hotel_112,2023-06-21,2023-06-02,0.9375,0.93068093
hotel_112,2023-06-22,2023-06-02,0.99375,0.9946723
hotel_112,2023-06-23,2023-06-02,0.7375,0.88521457
hotel_112,2023-06-24,2023-06-02,0.75625,0.8271304
hotel_112,2023-06-25,2023-06-02,0.7625,0.7972361
hotel_112,2023-06-26,2023-06-02,0.76875,0.8910975
hotel_112,2023-06-27,2023-06-02,0.8625,0.8184774
